sensor_id,latitude,longitude,total,transit,park,gas_station,parking,industrial,major_road_proxy,dominant_place_category,place_diversity_entropy,green_vs_traffic_ratio_500m
67dbccf73ac225e47111060e,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcd3a3ac225e471110610,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67e267df3ac225e4711107ac,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67e592973ac225e471110905,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67e592d83ac225e471110908,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67e593133ac225e47111090b,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67e5936d3ac225e47111090e,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f39962fc34192f37316df0,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8bc48fc34192f3731728b,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8bcc8fc34192f37317290,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8bf5dfc34192f37317297,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8bf96fc34192f37317299,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c143fc34192f373172a3,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c173fc34192f373172a5,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c19dfc34192f373172a7,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c285fc34192f373172a9,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c350fc34192f373172ab,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c3eefc34192f373172ad,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c4ccfc34192f373172af,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c52cfc34192f373172b1,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f8c6f1fc34192f373172b3,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67f39a9efc34192f37316e01,38.031073001711334,-1.123454382803346,1,0,0,0,0,1,0,industrial,0.0,
67f39976fc34192f37316df3,38.03107722713859,-1.1238352564834608,1,0,0,0,0,1,0,industrial,0.0,
67f4e133fc34192f37316f08,38.03110105976168,-1.1236774784000425,1,0,0,0,0,1,0,industrial,0.0,
67f39ad4fc34192f37316e04,38.03110342483357,-1.123715451236138,1,0,0,0,0,1,0,industrial,0.0,
