variable,cluster_label,category,observed_count,expected_count,pearson_residual
official_station_id,3,STA_ES1963A,0,0.7415204678362574,-0.8611158271895003
official_station_id,1,STA_ES1044A,2,3.6432748538011697,-0.8609228632308433
station_distance_band,4,3_to_10km,124,133.87836257309942,-0.8537481318248742
official_pm10_band,2,moderate,155,144.73684210526315,0.8530833465566245
official_station_id,2,STA_ES1578A,7,9.649122807017545,-0.8528215670346069
official_station_id,4,STA_ES2123A,0,0.7076023391812866,-0.8411910241920598
official_station_id,4,STA_ES2128A,0,0.7076023391812866,-0.8411910241920598
official_station_id,4,STA_ES2161A,0,0.7076023391812866,-0.8411910241920598
official_station_id,4,STA_ES1353A,1,2.2643274853801167,-0.8402140898515541
official_station_id,3,STA_ES1598A,4,6.055750487329434,-0.8353845048547408
official_station_id,2,STA_ES1882A,4,6.003898635477583,-0.8178225360141698
official_station_id,4,STA_ES1038A,2,1.1321637426900584,0.815611178153983
official_station_id,4,STA_ES1532A,2,1.1321637426900584,0.815611178153983
official_station_id,2,STA_ES1160A,0,0.6432748538011696,-0.802044171976313
official_station_id,2,STA_ES1442A,0,0.6432748538011696,-0.802044171976313
official_station_id,2,STA_ES1490A,0,0.6432748538011696,-0.802044171976313
official_station_id,2,STA_ES2005A,0,0.6432748538011696,-0.802044171976313
official_station_id,2,STA_ES2170A,0,0.6432748538011696,-0.802044171976313
official_station_id,2,STA_ES1712A,3,4.717348927875244,-0.7906960019784248
official_station_id,3,STA_ES2125A,0,0.6179337231968811,-0.7860876052940163
official_station_id,3,STA_ES2128A,0,0.6179337231968811,-0.7860876052940163
official_station_id,3,STA_ES2161A,0,0.6179337231968811,-0.7860876052940163
official_station_id,2,STA_ES2051A,1,2.1442495126705654,-0.7814173974478696
official_station_id,1,STA_ES0010R,3,4.684210526315789,-0.7781766129372759
official_station_id,4,STA_ES0905A,5,3.538011695906433,0.7772563273372378
official_pm25_band,2,moderate,255,242.94346978557505,0.7735167524897171
station_distance_band,2,1_to_3km,88,95.41910331384015,-0.7595104494534092
official_station_id,4,STA_ES1918A,0,0.5660818713450292,-0.7523841248624463
official_station_id,4,STA_ES1941A,0,0.5660818713450292,-0.7523841248624463
official_station_id,1,STA_ES1713A,1,2.08187134502924,-0.7498055905906046
official_station_id,1,STA_ES2075A,1,2.08187134502924,-0.7498055905906046
station_distance_band,4,under_1km,111,119.16023391812865,-0.7475443006059783
official_station_id,1,STA_ES1578A,27,23.42105263157895,0.7395237171370235
official_station_id,2,STA_ES2103A,23,26.803118908382068,-0.7345937648055268
official_station_id,4,STA_ES1673A,3,1.9812865497076024,0.7237330317882851
official_station_id,1,STA_ES0006R,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES1137A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES1443A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES1627A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES1741A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES1976A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES2064A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES2109A,0,0.52046783625731,-0.721434568243933
official_station_id,1,STA_ES2122A,0,0.52046783625731,-0.721434568243933
official_station_id,3,STA_ES1713A,1,0.49434697855750487,0.7191784486607428
official_station_id,3,STA_ES1941A,1,0.49434697855750487,0.7191784486607428
station_distance_band,2,3_to_10km,213,202.84600389863547,0.7129412842335856
official_station_id,3,STA_ES1918A,0,0.49434697855750487,-0.7030981286829775
official_station_id,3,STA_ES2015A,0,0.49434697855750487,-0.7030981286829775
official_station_id,3,STA_ES2075A,0,0.49434697855750487,-0.7030981286829775
capture_season,1,winter,276,287.8187134502924,-0.696643660477335
official_pm25_band,2,low,295,307.0565302144249,-0.6880391803994272
official_station_id,3,STA_ES2158A,2,1.2358674463937622,0.6873576262257302
official_station_id,3,STA_ES2129A,5,3.7076023391812867,0.6711963553113047
